parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10
0.7313034,-0.80333835,-2.0672765,-1.3971531,-1.2410134,-0.26411292,0.091063425,0.06264686,-0.13602589,-0.004787381
1.4943947,-1.6013539,-3.3953755,-3.916121,-2.2286022,-0.08156267,0.7612856,0.016777078,0.24209334,0.75142336
0.6774478,-0.60223085,-2.0754097,-2.8256397,-1.3673639,-0.37256145,0.44166407,-0.2510749,0.02931412,0.47915232
1.0578512,-0.96189684,-1.9884126,-2.1895308,-1.4525973,-0.017038949,0.7948998,-0.36321965,-0.6944119,0.17795996
0.67346096,-1.0629009,-2.1805432,-2.319006,-1.1340774,-0.21127771,0.19722223,0.025521114,-0.23759453,0.72053504
0.11142769,-1.1612369,-1.6766037,-1.8643727,-1.5830631,-0.2548166,0.029660733,-0.16141674,0.199326,0.0994662
0.6662219,-0.53523976,-1.8250577,-1.9421315,-1.6685978,-0.825084,0.8913902,0.11461838,-0.36184534,0.21561372
0.7618767,-0.89006984,-2.2952998,-2.2457995,-1.9188496,-0.27511004,0.59734744,0.28667906,-0.06853971,0.43091992
1.2978485,-0.63619035,-1.4657499,-2.1548753,-1.8602812,-0.20694391,0.50511175,-0.17296287,-0.091679774,0.5281756
0.6887359,-0.6455507,-1.2185692,-1.8560771,-1.7874866,-0.49973443,0.5112656,-0.22353145,0.14154938,0.40705332
1.371249,-1.049407,-2.0658708,-2.2684722,-1.7941172,-0.061131682,0.48428133,-0.5309324,-0.42016637,0.7215588
1.0171548,-0.68236697,-1.8974069,-1.8447273,-1.8635494,-0.084009975,0.65061945,0.038743988,-0.21616681,0.7228871
1.0235668,-0.31300256,-1.7730377,-2.311989,-1.5771918,-0.5217631,0.21431299,-0.40465033,0.09434099,0.3819297
1.2325325,-1.8375527,-2.8159046,-2.8971603,-2.362614,-0.77476066,0.895361,-0.4358893,-0.22990234,0.9230669
1.3995891,-1.2500746,-2.057776,-2.5020437,-1.4053293,-0.29759896,0.5530737,-0.057492737,-0.35351646,0.36437324
0.6289236,-0.9413843,-1.9573277,-1.8088943,-1.5766126,-0.28211161,0.40962872,-0.69805986,-0.6864074,0.10697723
0.91716015,-0.6493804,-1.7433429,-2.2652225,-0.8397247,-0.1817496,0.25006312,-0.1852137,-0.16231316,0.58076113
1.2243468,-1.8958324,-2.7963223,-2.4447634,-2.023298,0.098916255,0.90480995,0.16111304,0.24801576,0.40563256
0.4715962,-0.8217778,-1.6422356,-2.184903,-1.15484,0.27968276,0.4167339,0.08339344,0.14451683,0.19055076
0.5454433,-1.0831407,-1.8364923,-1.7234818,-1.018104,-0.047732722,0.62834114,0.19049856,-0.019436099,0.49075142
0.45641032,-1.8522307,-1.9816645,-2.326342,-1.7065141,-0.36854982,0.5342279,-0.27987602,-0.36859003,0.55455154
0.5021769,-0.8837711,-1.545192,-2.136137,-1.1133182,-0.8502347,-0.17333193,-0.4932255,0.024379343,0.81187725
1.2039795,-0.4750533,-1.9844013,-1.9949269,-1.5630666,-0.26514512,0.25744516,0.041546583,-0.2088558,0.04245779
0.82553405,-1.9272714,-2.763662,-2.9170115,-1.9210266,-0.38346165,-0.23012963,-0.17420039,-0.057163786,0.0876502
0.9207245,-1.5350207,-2.5326617,-2.0521264,-1.376965,-0.68150395,0.5177573,0.4114585,-0.40991136,0.44436193
0.35665786,-1.2301773,-1.5061822,-1.6461041,-1.4375243,-0.33227235,0.26624474,-0.2555856,-0.57671785,0.25140646
0.47084928,-0.6189911,-1.6239995,-2.1159031,-1.4848325,-0.39750344,0.03688582,-0.35604453,-0.20242982,0.46216357
0.97973466,-1.6237375,-2.4311259,-2.6876266,-2.2743452,-0.6907549,0.43274525,0.24566522,0.37137562,0.113265306
0.46284112,-1.4204122,-2.464622,-2.8751516,-2.0079694,-1.0577936,-0.32795894,-0.25084183,-0.12190165,-0.16118556
0.6730732,-1.5281979,-2.4299076,-2.465185,-1.7464185,-0.29245317,0.42337674,-0.24850768,0.05425282,0.64982045
1.108539,-1.1733767,-2.0297484,-1.8583668,-1.6607963,0.112560496,0.11617468,-0.4517701,-0.02361574,0.63178474
0.985561,-1.2334719,-2.315224,-3.0635502,-1.8169414,-0.6423706,-0.0721726,0.20291622,-0.0889828,0.52820545
1.0581652,-1.0096756,-1.9860107,-1.5809152,-1.4388683,-0.37009266,0.7181556,0.37321922,0.3806528,0.7855156
0.6215304,-0.39873177,-1.604332,-2.3350024,-1.7804785,-0.41228133,0.41020358,-0.24233153,-0.3421847,0.82344
0.7065582,-1.0387506,-2.5153408,-2.5695758,-1.5736728,0.20723447,0.50984645,-0.041321646,0.025209721,0.93860865
1.0061338,-1.783658,-2.1016269,-2.325689,-1.4866123,-0.79034066,0.6968595,-0.38965422,-0.53625405,0.4116984
0.96276754,-1.4635937,-1.8472376,-1.8660043,-1.6162916,-0.4379943,0.6034679,-6.0380655e-05,0.111647606,0.29764798
1.4695935,-1.6324247,-2.3292384,-2.7414181,-1.8042486,-0.4891968,-0.101370074,-0.53375655,-0.8526887,0.635063
0.9936659,-1.3499001,-1.8783543,-1.8792927,-1.282922,-0.19800477,0.783268,-0.08139622,-0.29108444,-0.022413136
0.7907681,-1.4057727,-3.35069,-3.3932447,-2.220523,-0.90270925,0.13354343,-0.20580074,-0.38304776,0.21261892
1.2962929,-1.1208322,-2.58985,-2.4023283,-1.5536265,-0.16521397,0.8296969,0.113613516,-0.00520554,0.97950613
1.2104524,-1.2771171,-2.4494505,-2.653711,-1.8106874,-0.5577817,0.3747267,-0.27045015,-0.7795707,0.11453288
1.2130342,-1.208653,-2.8895345,-2.290499,-2.0144095,-0.3753039,0.86673164,0.012610055,-0.3103607,0.8431855
0.35407248,-0.9887189,-2.017505,-2.165735,-1.8551259,-0.4940461,0.7064954,-0.49861962,-0.43112198,-0.024611367
0.9207309,-0.59206766,-1.7213994,-1.9442396,-1.6825384,-0.020073188,0.93691427,-0.08341767,-0.1895423,0.84994185
0.20910884,-0.69215715,-1.6186448,-1.7215052,-1.4038996,-0.2598599,0.26100942,-0.0914477,0.021047711,0.6165317
0.6707288,-1.7240837,-2.6401906,-1.8748882,-1.2547529,-0.35728243,0.48793554,-0.23528571,-0.16582678,0.3178749
0.8549204,-1.1166188,-2.9103315,-3.0343494,-1.7693716,-0.103198156,0.5184555,-0.7452285,-0.902332,-0.004572608
1.206208,-1.5587171,-2.5929806,-2.52379,-2.1665287,-0.44280785,0.43765163,-0.42090008,-0.54426986,0.47245064
0.67258114,-1.3806218,-2.5472443,-2.854225,-1.8084198,-0.49360174,0.5499823,-0.24510136,-0.09795236,0.1377702
0.89703125,-1.2278371,-1.8694885,-2.3685074,-1.411765,-0.5141005,0.7569453,0.03988352,-0.27087435,0.6059151
0.5769575,-0.7259005,-1.8175213,-2.489077,-1.662954,-0.16543251,0.7010612,-0.13695627,-0.14613739,0.8662382
1.286363,-2.0932941,-2.6217587,-3.1173055,-1.3977137,-0.3818238,0.5479009,-0.07907329,-0.20466664,0.9027182
0.79169744,-0.27046162,-1.4942068,-1.5342089,-0.7855137,-0.22771578,0.30072314,-0.016948583,-0.7186842,0.09590924
1.2621295,-1.5352134,-2.1943266,-2.9479566,-2.3371534,-0.5306894,0.96596265,0.16234298,-0.02697455,0.8165851
1.5521544,-1.9539901,-3.2025428,-3.0674617,-1.9608668,-0.6202904,0.54910094,-0.3089177,-0.39017388,0.36928412
1.0999701,-0.6817167,-1.7510375,-1.4709891,-1.630344,-0.70722246,0.93282586,0.2681479,-0.19047216,0.35369956
0.96858567,-1.3050795,-2.3137517,-2.6476629,-1.913883,-0.01245903,0.77580345,-0.18792862,0.17487304,0.75741357
0.5468717,-1.066183,-2.1256847,-2.4432611,-1.8876473,-0.7083698,0.5975946,0.3624885,0.6492834,0.62216806
0.37281287,-0.8230187,-1.5974059,-1.8640709,-1.5292766,-0.48192754,0.31702363,-0.27118748,0.05926903,0.17573793
0.923129,-0.6333627,-2.3529472,-3.0438764,-1.8339572,-0.73365366,0.15666437,0.08589694,-0.014731296,0.6743375
0.45901284,-0.50317365,-1.7148104,-1.9745471,-1.3412501,-0.35743192,-0.08547155,0.2044772,-0.26471233,0.72820973
1.288438,-1.0709966,-2.0666547,-2.4039867,-1.6209604,-0.36840853,0.62080634,-0.20706487,-0.19673967,0.82053775
0.8077243,-1.005933,-2.0343266,-2.3279114,-1.6804836,-0.22338207,0.6982353,-0.18332714,-0.08606229,0.7347104
1.611622,-1.6668829,-2.3629806,-2.1168308,-1.3912121,-0.55097157,0.35050285,0.007887228,0.20734736,0.9477794
0.59999263,-0.8341248,-2.0774581,-2.0793028,-1.415701,-0.18094075,0.24236628,-0.7156999,-0.50788176,0.4310206
0.7437403,-0.98300743,-2.2696404,-2.8216457,-1.2300328,-0.09790189,0.7257006,0.23450032,-0.26606348,0.7445074
0.97768503,-0.67927235,-2.004414,-2.3848152,-2.1819475,-0.62316513,0.7359833,0.118754804,-0.14310537,1.1052101
1.2528942,-0.922473,-1.7999104,-2.561008,-1.5420886,-0.36365995,0.19571345,-0.5254566,-0.4549859,0.66859746
0.7405125,-0.7944987,-1.9803122,-2.4175951,-1.4765232,-0.0398204,0.70354116,-0.38119248,-0.6882557,0.43601197
0.95134705,-1.3389374,-2.4584181,-2.5710611,-1.8353535,-0.58288497,0.32254678,-0.054024886,-0.28784993,0.35189688
0.5830627,-1.5775026,-2.054086,-2.9666126,-1.6230572,0.053347755,0.35215354,-0.14712813,-0.5113816,-0.021151112
0.13876352,-1.2259198,-1.7763429,-1.89601,-1.3506604,-0.28755683,0.19109091,-0.3027375,0.018072847,0.68540126
1.3670236,-1.8235062,-2.4313247,-2.9308393,-2.447625,-0.3223808,0.7140705,-0.4346957,-0.3440309,0.5099375
2.0281026,-1.2420446,-2.3204226,-3.1586,-2.250783,-0.27031147,0.30428863,0.09059558,0.40962586,1.2070553
1.1169488,-1.160706,-1.7852625,-2.0705554,-1.4719687,-0.11170525,0.39078805,-0.530869,-0.56824464,0.4609994
1.152407,-1.4591544,-2.1056461,-1.9427856,-1.16448,0.11909079,0.23913823,0.3395802,0.018696137,0.044740308
0.7270286,-0.7293564,-1.4286075,-2.1683,-1.8780799,-0.43019292,-0.09906482,-0.20084807,-0.46629548,0.21820754
1.164995,-1.1464965,-2.1742995,-2.2228885,-2.1237447,-0.5833802,0.3593149,-0.0879559,-0.16109614,0.7599142
1.0535597,-0.5143835,-1.9134123,-2.4710839,-1.8031228,-0.94980013,0.32451385,-0.21478555,0.016627004,1.0631282
1.1417392,-0.86181206,-2.520158,-2.3963497,-1.6608772,-0.73658764,0.64854556,-0.18117507,0.20402366,0.5106402
0.99812466,-0.94254535,-2.2652917,-2.102336,-1.779292,-0.28822362,0.44456208,-0.24145335,-0.41364485,0.75569695
1.0090823,-1.5288641,-2.2469525,-2.595223,-1.5544438,0.20038109,0.9200786,-0.085120164,-0.14257395,0.36741197
0.56141794,-1.1792161,-1.3930839,-2.221584,-1.6909041,-0.54133904,0.4786359,0.10381503,0.009888755,0.591442
1.0665559,-1.405145,-2.164159,-2.5827892,-1.5056431,-0.38737372,0.88871497,0.88270307,0.054738004,0.4976894
0.47706568,-0.48600048,-2.1429882,-2.463268,-2.1515555,-0.09273769,0.7473044,0.37773728,0.05151489,0.98755884
0.42972526,-1.0255984,-1.8421052,-1.5639862,-1.3232487,-0.5594798,0.2903953,-0.259683,-0.14593828,0.7888668
1.0879056,-0.9083522,-2.1987238,-2.7223883,-2.1899831,-0.42741895,0.68198365,0.019148165,-0.08942666,0.642053
0.83174926,-1.3086903,-2.3736389,-2.7107966,-1.5620375,-0.043333385,0.71678513,0.26880047,-0.03121597,0.3992279
0.16384594,-1.7413405,-2.8963468,-3.1887453,-2.2718918,-0.62373435,0.075823896,-0.48178077,0.04065445,0.282976
1.2618221,-2.099345,-2.8870747,-2.886498,-1.5327713,-0.36528686,0.74564636,0.029615099,0.11075061,0.41617703
1.3563014,-0.8889783,-2.4383943,-2.2633388,-1.4513435,-0.06528678,0.77480924,0.36531135,0.04204414,0.24311927
1.0647584,-1.1874951,-2.1218889,-2.6600976,-1.7928933,-0.68471414,0.2539353,0.17676811,-0.0004049268,0.7126089
1.2167255,-0.71446025,-1.8132511,-2.5186477,-1.5482304,-0.07196394,1.0868376,0.43736556,-0.6497604,0.30833262
0.41978967,-1.4945086,-2.0897002,-2.0537243,-1.5153868,-0.24783403,0.38004464,-0.76828927,-1.1068912,0.7536216
1.5201384,-0.91650856,-1.9507796,-2.5747051,-1.4905388,0.04273916,0.7326441,0.04769128,-0.41502804,0.36888734
0.81770873,-0.7327911,-1.1968225,-1.2016261,-1.3383358,0.09460329,0.3862068,-0.26635906,-0.14601716,0.49242708
0.9960215,-1.404036,-2.5393164,-2.7045329,-1.3230802,-0.51136285,-0.1344421,0.03533897,-0.27114937,0.5956784
0.82063115,-1.3553044,-2.2031484,-2.3095446,-2.1216486,-0.7400988,0.17809497,0.14396599,-0.28148705,0.516611
0.49827474,-1.1957467,-2.055821,-2.1735609,-1.3246368,-0.4011416,0.21516892,-0.21339336,-0.016204001,0.030714123
0.6489692,-1.2537806,-2.598477,-2.5009933,-1.150847,0.16401556,0.80443734,0.20499635,-0.11783333,0.86653
0.19886497,-0.9954318,-2.8798797,-2.6377044,-1.7501026,-0.5210366,0.24274537,-0.081615254,0.5786652,0.49804375
1.4002206,-1.5335356,-3.3783731,-3.3320885,-1.441002,-0.31706348,-0.21782583,-0.66715634,-0.12966149,0.5289532
0.28145552,-0.41267362,-1.3607962,-2.1164505,-1.4210838,-0.62643397,0.1483347,-0.0326607,-0.7304952,0.7124812
0.5809496,-0.9279098,-1.9359245,-2.0766766,-1.9221791,-0.5813991,0.6364103,-0.076387,-0.017562307,0.9911437
0.8541793,-1.1614854,-2.4328988,-2.6075869,-1.5960257,-0.5690781,-0.17540257,-0.15928209,-0.08378706,0.6601921
1.1252283,-1.6313292,-2.6171896,-3.1375492,-2.4386113,-0.5364824,0.60717076,0.5725574,0.43502954,1.0182607
0.87821203,-0.71201134,-2.2389002,-2.4979613,-1.6221777,-0.50150406,0.12487816,-0.13046955,0.0898894,0.7930058
0.8767073,-1.5389463,-2.6717799,-3.140385,-1.729926,-0.10060481,0.5953273,-0.2646763,-0.27576452,0.4268976
0.96618366,0.09214814,-2.0094914,-2.5408888,-1.5204612,-0.20523572,0.33498704,-0.028947126,-0.07019327,0.6589529
1.2637092,-1.5525917,-2.5327137,-3.3250532,-2.085584,0.059300035,1.0256629,-0.22231342,-0.018671038,0.67506516
0.75657105,-0.7003411,-2.1617239,-2.0407794,-1.42429,-0.22889102,0.4456439,0.13051657,-0.2741327,0.64213955
0.6725012,-1.0088948,-2.4401476,-2.2743635,-1.9387183,-0.441166,0.3434521,-0.105384454,-0.050517775,0.59051913
0.6600375,-0.36957067,-1.8256888,-2.1368186,-1.8189944,-0.5008711,0.5278459,0.12837388,-0.3536299,0.62907356
0.77711433,-0.96673924,-1.5204922,-1.6337215,-0.64592063,0.22574759,0.51969695,-0.32724532,-0.2403048,0.67236215
1.3631755,-2.1005516,-2.9662366,-3.1632957,-1.951499,-0.30282027,0.4043354,0.2877998,0.05745396,0.3371355
0.979379,-0.8802,-1.7453796,-2.3551798,-1.6814017,-0.54593873,0.6711775,0.4061725,-0.0050573847,0.56543404
0.9556751,-1.2637178,-2.1245246,-2.789614,-1.5412536,-0.4918376,0.26052555,-0.19238238,-0.35462523,0.119206905
0.123984255,-1.1532054,-1.9356626,-2.2117307,-1.5199821,-0.8559379,0.18085365,0.2826185,-0.09982177,0.5294839
0.520328,-0.68587136,-1.7096143,-2.1051085,-1.6198764,-0.24748315,0.483871,-0.15638997,-0.8963885,-0.023492012
0.07837526,-0.6363259,-1.4777181,-1.5120722,-1.067084,-0.20693016,0.32986537,-0.618349,-0.24875768,0.27072486
1.3520362,-0.9963878,-1.8319638,-2.3295894,-1.4741137,-0.40212125,-0.06952354,-0.096477225,0.09394014,0.6328749
0.4416999,-0.7589475,-2.1051788,-2.6385355,-1.7113465,-0.5225711,0.48522228,-0.013315634,-0.099519074,0.8642398
0.62927985,-1.7907019,-2.3150592,-2.6643894,-1.6323286,0.0729439,0.0459583,-0.2715738,-0.28874204,0.7172262
1.3087167,-1.1561759,-2.042555,-2.3883805,-1.2260826,-0.39693457,0.039385647,0.2223305,-0.30942583,0.779632
0.8354662,-0.81462497,-2.0203497,-2.3502324,-1.6518084,-0.35974112,0.20605569,-0.538404,0.2103985,1.017476
0.17243943,-0.35089684,-1.6795479,-2.1138184,-1.8631743,-0.47652924,0.97462344,-0.10162875,-0.09829001,0.48679522
0.8279208,-0.92649114,-2.3306391,-2.7501888,-1.8160809,-0.4248957,0.3332032,-0.3223217,-0.19221744,1.0078601
1.3156903,-0.8977555,-2.4977756,-2.509862,-2.044153,-0.20722076,0.89772224,0.304994,-0.1671362,1.0261967
0.77350336,-1.3660595,-1.6179838,-1.6620162,-1.0832107,-0.18563195,0.23592794,0.08532758,-0.02944967,-0.2641585
1.0439471,-0.787344,-1.9781476,-2.598391,-1.3822018,-0.20642887,0.3597977,-0.27574852,-0.42061022,0.41465482
0.675786,-1.5135323,-2.0741885,-1.7502097,-1.032077,-0.23017545,-0.006526612,-0.4969606,-0.4192467,0.15551557
0.9449466,-1.5115865,-2.1238444,-2.5842292,-2.3860142,-0.37043118,1.0828705,0.26261184,-0.64198273,0.638801
1.0854697,-1.4220887,-1.6444174,-1.8420987,-0.86893797,0.084062874,0.25415745,-0.12596636,0.2666182,0.32853952
1.3571265,-0.22822474,-2.1104405,-2.5875776,-1.5392604,-0.21150754,0.03340648,-0.35495052,-0.13608503,0.45705453
0.27193826,-1.6229912,-2.1564178,-2.5029743,-1.6272696,-0.6792644,0.40121385,0.1255442,-0.036032032,1.1084517
0.34969965,-1.6465899,-2.5973003,-3.0247366,-2.2200284,-1.0069078,0.089144595,0.17960453,-0.55830115,0.16517444
0.94616055,-0.83248377,-1.9513284,-2.0994048,-1.6043012,-0.19548327,0.6308378,0.10596379,-0.0701628,1.0154091
1.6808869,-1.4236403,-2.9429133,-3.036718,-2.076802,-0.47627923,0.8796857,-0.19604927,-0.6664968,0.15506463
0.93077034,-1.1635379,-2.4432762,-2.6813538,-1.969408,-0.6932405,-0.14990442,-0.44680813,-0.78981405,0.3945949
1.197079,-1.8187499,-2.4108543,-2.391244,-1.2543877,-0.12843046,0.44683594,-0.3545971,-0.16548985,0.7151726
0.4763604,-0.9987363,-1.5829531,-1.6401701,-0.9425408,-0.11298074,0.18001515,-0.19159497,-0.023004556,0.16013126
1.3309461,-1.3905011,-3.0891688,-3.138705,-2.0585926,-0.45509115,1.0570135,0.68931323,0.33656874,0.64407027
0.39166763,-0.95298964,-1.6445867,-1.9283125,-1.6178776,-0.27159876,0.6384587,0.3712878,-0.029293215,0.28395325
0.6695405,-1.0545692,-2.2571168,-2.2801049,-1.2734437,-0.38843843,0.6973996,-0.77978766,-0.4364479,0.2967449
0.74768025,-1.456494,-2.139894,-2.185402,-1.0853393,-0.16571382,0.27453923,-0.3636306,-0.77888095,0.088566974
1.2799469,-0.33546636,-1.5001265,-2.453632,-1.5871938,0.16178259,0.31301156,-0.12109187,-0.19285892,0.93576354
0.60135317,-0.46718505,-1.7276341,-2.9627416,-2.6086903,-0.42851505,0.23629631,-0.29374614,-0.36844692,0.87823737
0.8126148,-1.1404622,-1.7256732,-2.2551315,-1.4484991,-0.16811462,0.4395243,-0.4072759,-0.32479635,0.20284204
1.5855501,-1.1136757,-2.1187804,-2.3176649,-1.7378167,-0.7349023,0.2167693,-0.39048743,-0.631175,0.45152017
0.790371,-0.8757311,-2.4295456,-2.4757364,-1.4600564,-0.26660258,0.6818283,0.19508626,-0.025091605,0.81783754
0.56060547,-0.46178737,-1.3313445,-2.0220833,-1.5688429,-0.052528273,-0.21011163,-0.45478314,-0.7225458,0.7917958
0.3387003,-1.1799265,-1.614166,-1.7546186,-1.1417783,-0.08566731,0.8662071,-0.3666697,-0.15996017,0.29824734
0.9712457,-1.3703609,-2.221331,-2.1713226,-1.6900579,0.09274347,0.7083438,0.18619046,-0.27018732,0.62218344
1.1547337,-1.4265308,-2.7810986,-2.74101,-1.9917572,-0.5853592,0.5720048,0.19801073,0.12781464,0.7581244
0.40850487,-1.6396494,-2.5079489,-2.893777,-1.5737439,-0.39009646,0.23314802,-0.20954752,-0.1190125,0.50565344
0.86000305,-0.51465535,-1.3646724,-1.0481452,-0.97409165,-0.64790845,0.20474288,-0.7496981,-1.190101,0.26848528
0.26555857,-1.1106495,-2.1152592,-2.0460916,-1.7685025,-0.5779803,-0.08208555,-0.34836647,0.11699134,0.8955276
0.8245319,-1.5463322,-2.7022867,-2.3380055,-1.3979129,-0.013128166,0.5547725,0.39847636,-0.24972442,0.11593695
0.6711881,-0.7335227,-2.2751026,-2.3173676,-1.2755911,-0.0063608484,0.39446738,-0.21978617,-0.43899554,-0.18718748
1.3065407,-1.2821015,-2.6198623,-2.6283886,-1.247128,-0.030906811,0.9392601,-0.029423904,-0.55764383,0.78591406
0.6046519,-0.93699974,-1.9064453,-2.8288774,-2.5524354,-0.43831894,0.67886114,0.012359272,0.32034373,0.8557393
1.413333,-1.222198,-2.460235,-2.7312093,-2.0113683,-0.45285332,0.71226525,0.06082406,-0.5048737,0.71525234
0.7104703,-0.6605021,-1.5044816,-1.3856952,-1.276269,-0.16998552,0.38771373,0.23498015,0.30751535,0.44282523
0.8223886,-0.9328425,-1.5649604,-1.9757246,-1.2930624,-0.6088454,-0.32855767,-0.06148234,0.13933721,0.46134987
1.2041911,-1.0890572,-1.8738949,-2.563777,-1.7085482,-0.29815593,0.41045383,0.11014121,0.024101498,0.59131795
0.53402597,-1.0361768,-2.071584,-1.9235866,-1.1768806,-0.3005406,0.37552634,0.052377753,-0.077859566,0.27781796
1.0168146,-1.214014,-2.185875,-2.6523166,-1.864469,-0.48609927,0.66055363,0.20256294,-0.009152375,0.6019206
1.1993722,-0.9367529,-2.0832913,-2.4416761,-1.6128119,-0.3766492,0.4619399,-0.34789452,0.19788599,0.9678567
1.1078392,-1.2641053,-2.6515715,-2.3314285,-2.0809655,-0.4990611,0.7093932,0.29111618,0.012524067,1.0815697
0.3785388,-0.8563978,-2.4921017,-3.0479777,-2.4215171,-0.49491775,0.5179639,-0.65851396,-0.23177262,1.5085562
1.1308599,-1.037215,-2.1763022,-2.5008614,-2.151714,-0.37227234,0.8104778,0.026730763,-0.19644812,0.9438017
0.5797259,-0.53557634,-1.1048418,-1.5156034,-1.1465341,-0.31214088,0.03392183,-0.5396768,-0.8707603,0.55616164
1.0963578,-0.68857443,-1.6859984,-1.8699342,-0.9457279,-0.20264491,0.12730041,-0.8985403,-0.7469217,0.041375834
0.6023796,-1.0378829,-1.8732204,-2.1582444,-1.4901596,-0.76558995,0.011418906,-0.527945,0.08577986,0.5949075
1.1559517,-1.3593677,-2.4280698,-3.4972827,-2.5863986,-0.50041735,0.12891579,0.4065093,-0.6525636,0.5744889
1.063389,-1.510103,-2.6067777,-2.916845,-1.643615,-0.5075053,0.5020869,-0.101811886,-0.57545847,0.25197968
0.55479735,-1.2810826,-1.9987907,-2.3725977,-1.7157074,-0.3427769,0.47063884,0.08677505,-0.40774104,0.6749372
0.5939541,-0.335133,-1.4918817,-1.982945,-1.4348533,-0.40356147,0.24669822,-0.46059725,-0.3921772,0.59315056
1.9515282,-1.7430412,-3.1960135,-3.659443,-1.8170505,0.023365946,0.55395436,-0.055385865,-0.5859791,0.55397284
1.2763364,-1.1453761,-2.545848,-3.2772236,-1.9074711,-0.6896581,0.9208504,-0.18482326,-0.48528767,1.3224356
1.4722943,-1.8781012,-2.672597,-2.5501919,-1.5479254,0.24157913,1.1568239,0.26017755,-0.032080203,0.2456975
0.9014456,-1.4120954,-1.8079473,-2.1877992,-1.4817319,0.02292693,0.66983193,0.027828382,-0.3550954,0.6707886
0.8335816,-0.89369696,-1.9771143,-1.9992844,-1.3821121,-0.57741284,0.04825675,-0.20837407,-0.20032284,0.5822224
1.4161549,-1.3738734,-1.9330759,-2.0767539,-1.0766519,0.15751804,0.8789412,0.33023897,-0.17156741,0.70040184
0.83134824,-1.2257055,-2.2208645,-2.0925994,-1.4633492,-0.2747918,0.37003547,0.020082843,-0.31729484,0.34382376
1.261772,-1.7974517,-2.2107146,-2.04447,-1.942571,-0.51965296,0.46805334,-0.36141646,0.024527583,0.33448902
0.4527112,-0.9212023,-1.8290204,-1.8911945,-0.9817292,-0.17509045,0.5724609,-0.102239065,-0.2604714,0.35430396
0.9635366,-0.72609746,-2.1100879,-2.38969,-1.9624385,-0.14976735,0.17761455,-0.24632223,-0.3164634,0.7462904
0.49107957,-0.9302535,-1.9572747,-2.9452982,-2.7517297,-0.58318573,0.02927841,-0.30938905,0.21554382,1.2432272
0.44933158,-1.42358,-2.0918567,-1.5638125,-1.4581994,-0.32609215,0.5947847,-0.058780886,-0.12138447,0.684182
1.0366626,-0.91694254,-2.0238657,-2.431886,-1.7393605,-0.60552144,0.11723295,-0.03684987,-0.02202259,0.8134652
0.5769988,-1.1573554,-2.012082,-2.1696799,-1.3325398,-0.25857687,0.48343414,0.14941192,0.078036085,0.3188327
0.370167,-1.4456786,-1.8456339,-1.7720356,-1.7246403,-0.2438686,0.5306158,0.018274745,-0.086151645,0.2643265
1.172474,-0.87329334,-1.6736829,-1.9709274,-0.81308025,0.3072883,0.44122803,0.038708627,0.0059463345,0.12730606
0.31894493,-1.2076552,-2.4020934,-3.0575895,-1.8365868,-0.25205377,0.41715744,-0.7373209,-0.71636176,0.068205625
0.9270955,-0.2904583,-1.7239336,-2.03565,-1.6161116,-0.36491096,0.54268914,-0.1765353,-0.46501744,0.69094855
1.0077425,-1.1480154,-2.4127338,-2.9714966,-1.7684681,-0.7077308,0.13318186,-0.12582201,-0.24063233,0.6469853
